hobonav_2_0.0_1_1.pddl_0 1 RG amir 1 2 0 0.0080 1 pode1 1 2 0 0.025 1 jdd 1 2 0 0.01 1 CL amir 1 2 0 0.0090 1 pode1 1 2 0 0.0050 1 jdd 1 2 0 0.0050 1 
hobonav_2_0.0_1_1.pddl_1 1 RG amir 1 2 0 0.0060 1 pode1 1 2 0 0.0050 1 jdd 1 2 0 0.0040 1 CL amir 1 2 0 0.0070 1 pode1 1 2 0 0.0050 1 jdd 1 2 0 0.0050 1 
hobonav_2_0.0_1_1.pddl_2 1 RG amir 1 2 0 0.0060 1 pode1 1 2 0 0.0050 1 jdd 1 2 0 0.0040 1 CL amir 1 2 0 0.0050 1 pode1 1 2 0 0.0030 1 jdd 1 2 0 0.0030 1 
hobonav_2_0.0_1_1.pddl_3 1 RG amir 1 2 0 0.0040 1 pode1 1 2 0 0.505 1 jdd 1 2 0 0.0030 1 CL amir 1 2 0 0.0040 1 pode1 1 2 0 0.0020 1 jdd 1 2 0 0.0030 1 
hobonav_2_0.0_1_1.pddl_4 1 RG amir 1 2 0 0.0030 1 pode1 1 2 0 0.505 1 jdd 1 2 0 0.0030 1 CL amir 1 2 0 0.0030 1 pode1 1 2 0 0.0020 1 jdd 1 2 0 0.0020 1 
hobonav_2_0.0_1_1.pddl_5 1 RG amir 1 2 0 0.0040 1 pode1 1 2 0 0.0020 1 jdd 1 2 0 0.0030 1 CL amir 1 2 0 0.0030 1 pode1 1 2 0 0.0020 1 jdd 1 2 0 0.505 1 
hobonav_2_0.0_1_1.pddl_6 1 RG amir 1 2 0 0.0040 1 pode1 1 2 0 0.0030 1 jdd 1 2 0 0.0030 1 CL amir 1 2 0 0.0030 1 pode1 1 2 0 0.0030 1 jdd 1 2 0 0.505 1 
hobonav_2_0.0_1_1.pddl_7 1 RG amir 1 2 0 0.0040 1 pode1 1 2 0 0.0030 1 jdd 1 2 0 0.0020 1 CL amir 1 2 0 0.0030 1 pode1 1 2 0 0.0020 1 jdd 1 2 0 0.0030 1 
hobonav_2_0.0_1_1.pddl_8 1 RG amir 1 2 0 0.0030 1 pode1 1 2 0 0.504 1 jdd 1 2 0 0.0020 1 CL amir 1 2 0 0.0030 1 pode1 1 2 0 0.504 1 jdd 1 2 0 0.0030 1 
hobonav_2_0.0_1_1.pddl_9 1 RG amir 1 2 0 0.0030 1 pode1 1 2 0 0.0020 1 jdd 1 2 0 0.0020 1 CL amir 1 2 0 0.0030 1 pode1 1 2 0 0.506 1 jdd 1 2 0 0.0030 1 
hobonav_2_0.0_2_1.pddl_0 1 RG amir 1 2 0 0.0080 1 pode1 1 2 0 0.018 1 jdd 1 2 0 0.0080 1 CL amir 1 2 0 0.01 1 pode1 1 2 0 0.0060 1 jdd 1 2 0 0.0050 1 
hobonav_2_0.0_2_1.pddl_1 1 RG amir 1 2 0 0.0060 1 pode1 1 2 0 0.0050 1 jdd 1 2 0 0.0050 1 CL amir 1 2 0 0.0070 1 pode1 1 2 0 0.0050 1 jdd 1 2 0 0.0050 1 
hobonav_2_0.0_2_1.pddl_2 1 RG amir 1 2 0 0.0050 1 pode1 1 2 0 0.0050 1 jdd 1 2 0 0.0040 1 CL amir 1 2 0 0.0040 1 pode1 1 2 0 0.0030 1 jdd 1 2 0 0.0030 1 
hobonav_2_0.0_2_1.pddl_3 1 RG amir 1 2 0 0.0040 1 pode1 1 2 0 0.0030 1 jdd 1 2 0 0.0020 1 CL amir 1 2 0 0.0060 1 pode1 1 2 0 0.0040 1 jdd 1 2 0 0.0040 1 
hobonav_2_0.0_2_1.pddl_4 1 RG amir 1 2 0 0.506 1 pode1 1 2 0 0.0030 1 jdd 1 2 0 0.0030 1 CL amir 1 2 0 0.0030 1 pode1 1 2 0 0.0020 1 jdd 1 2 0 0.0020 1 
hobonav_2_0.0_2_1.pddl_5 1 RG amir 1 2 0 0.0030 1 pode1 1 2 0 0.0030 1 jdd 1 2 0 0.0020 1 CL amir 1 2 0 0.0030 1 pode1 1 2 0 0.0030 1 jdd 1 2 0 0.505 1 
hobonav_2_0.0_2_1.pddl_6 1 RG amir 1 2 0 0.0030 1 pode1 1 2 0 0.0030 1 jdd 1 2 0 0.0030 1 CL amir 1 2 0 0.0040 1 pode1 1 2 0 0.0030 1 jdd 1 2 0 0.0070 1 
hobonav_2_0.0_2_1.pddl_7 1 RG amir 1 2 0 0.0030 1 pode1 1 2 0 0.0030 1 jdd 1 2 0 0.0020 1 CL amir 1 2 0 0.505 1 pode1 1 2 0 0.505 1 jdd 1 2 0 0.0030 1 
hobonav_2_0.0_2_1.pddl_8 1 RG amir 1 2 0 0.0030 1 pode1 1 2 0 0.0040 1 jdd 1 2 0 0.0030 1 CL amir 1 2 0 0.505 1 pode1 1 2 0 0.0060 1 jdd 1 2 0 0.505 1 
hobonav_2_0.0_2_1.pddl_9 1 RG amir 1 2 0 0.0040 1 pode1 1 2 0 0.505 1 jdd 1 2 0 0.0030 1 CL amir 1 2 0 0.0030 1 pode1 1 2 0 0.0020 1 jdd 1 2 0 0.0020 1 
hobonav_2_0.0_4_1.pddl_0 1 RG amir 1 2 0 0.014 1 pode1 1 2 0 0.016 1 jdd 1 2 0 0.51 1 CL amir 1 2 0 0.511 1 pode1 1 2 0 0.01 1 jdd 1 2 0 0.507 1 
