domain_p01_0.0_2.pddl_5 1 RG amir 1 8 0 0.032 1 pode1 1 6 0 0.515 1 jdd 1 6 0 0.013 1 CL amir 1 8 0 0.024 1 pode1 1 6 0 0.013 1 jdd 1 6 0 0.0090 1 
domain_p01_0.0_2.pddl_6 1 RG amir 1 8 0 0.023 1 pode1 1 6 0 0.01 1 jdd 1 6 0 0.0090 1 CL amir 1 8 0 0.025 1 pode1 1 6 0 0.01 1 jdd 1 6 0 0.022 1 
domain_p01_0.0_2.pddl_7 1 RG amir 1 8 0 0.021 1 pode1 1 6 0 0.0090 1 jdd 1 6 0 0.0080 1 CL amir 1 8 0 0.022 1 pode1 1 6 0 0.01 1 jdd 1 6 0 0.511 1 
domain_p01_0.0_2.pddl_8 1 RG amir 1 8 0 0.022 1 pode1 1 6 0 0.01 1 jdd 1 6 0 0.011 1 CL amir 1 8 0 0.029 1 pode1 1 6 0 0.011 1 jdd 1 6 0 0.016 1 
domain_p01_0.0_2.pddl_9 1 RG amir 1 8 0 0.028 1 pode1 1 6 0 0.014 1 jdd 1 6 0 0.011 1 CL amir 1 8 0 0.028 1 pode1 1 6 0 0.015 1 jdd 1 6 0 0.012 1 
domain_p01_0.0_3.pddl_0 1 RG amir 1 8 0 0.135 1 pode1 1 6 0 0.088 1 jdd 1 6 0 0.031 1 CL amir 1 8 0 0.081 1 pode1 1 6 0 0.033 1 jdd 1 6 0 0.536 1 
domain_p01_0.0_3.pddl_1 1 RG amir 1 8 0 0.046 1 pode1 1 6 0 0.1 1 jdd 1 6 0 0.523 1 CL amir 1 8 0 0.539 1 pode1 1 6 0 0.07 1 jdd 1 6 0 0.529 1 
domain_p01_0.0_3.pddl_2 1 RG amir 1 8 0 0.035 1 pode1 1 6 0 0.517 1 jdd 1 6 0 0.516 1 CL amir 1 8 0 0.534 1 pode1 1 6 0 0.016 1 jdd 1 6 0 0.517 1 
domain_p01_0.0_3.pddl_3 1 RG amir 1 8 0 0.039 1 pode1 1 6 0 0.014 1 jdd 1 6 0 0.012 1 CL amir 1 8 0 0.04 1 pode1 1 6 0 0.015 1 jdd 1 6 0 0.013 1 
domain_p01_0.0_3.pddl_4 1 RG amir 1 8 0 0.531 1 pode1 1 6 0 0.012 1 jdd 1 6 0 0.01 1 CL amir 1 8 0 0.528 1 pode1 1 6 0 0.52 1 jdd 1 6 0 0.013 1 
domain_p01_0.0_3.pddl_5 1 RG amir 1 8 0 0.025 1 pode1 1 6 0 0.011 1 jdd 1 6 0 0.01 1 CL amir 1 8 0 0.527 1 pode1 1 6 0 0.014 1 jdd 1 6 0 0.512 1 
domain_p01_0.0_3.pddl_6 1 RG amir 1 8 0 0.026 1 pode1 1 6 0 0.011 1 jdd 1 6 0 0.513 1 CL amir 1 8 0 0.034 1 pode1 1 6 0 0.015 1 jdd 1 6 0 0.512 1 
domain_p01_0.0_3.pddl_7 1 RG amir 1 8 0 0.022 1 pode1 1 6 0 0.011 1 jdd 1 6 0 0.01 1 CL amir 1 8 0 0.034 1 pode1 1 6 0 0.011 1 jdd 1 6 0 0.01 1 
domain_p01_0.0_3.pddl_8 1 RG amir 1 8 0 0.023 1 pode1 1 6 0 0.019 1 jdd 1 6 0 0.536 1 CL amir 1 8 0 0.526 1 pode1 1 6 0 0.513 1 jdd 1 6 0 0.029 1 
domain_p01_0.0_3.pddl_9 1 RG amir 1 8 0 0.021 1 pode1 1 6 0 0.01 1 jdd 1 6 0 0.0090 1 CL amir 1 8 0 0.029 1 pode1 1 6 0 0.513 1 jdd 1 6 0 0.511 1 
domain_p01_0.0_4.pddl_0 1 RG amir 1 8 0 0.088 1 pode1 1 6 0 0.047 1 jdd 1 6 0 0.539 1 CL amir 1 8 0 0.068 1 pode1 1 6 0 0.588 1 jdd 1 6 0 0.031 1 
domain_p01_0.0_4.pddl_1 1 RG amir 1 8 0 0.541 1 pode1 1 6 0 0.025 1 jdd 1 6 0 0.027 1 CL amir 1 8 0 0.539 1 pode1 1 6 0 0.574 1 jdd 1 6 0 0.54 1 
domain_p01_0.0_4.pddl_2 1 RG amir 1 8 0 0.55 1 pode1 1 6 0 0.018 1 jdd 1 6 0 0.516 1 CL amir 1 8 0 0.622 1 pode1 1 6 0 0.521 1 jdd 1 6 0 0.518 1 
domain_p01_0.0_4.pddl_3 1 RG amir 1 8 0 0.121 1 pode1 1 6 0 0.652 1 jdd 1 6 0 0.515 1 CL amir 1 8 0 0.047 1 pode1 1 6 0 0.514 1 jdd 1 6 0 0.014 1 
domain_p01_0.0_4.pddl_4 1 RG amir 1 8 0 0.526 1 pode1 1 6 0 0.012 1 jdd 1 6 0 0.013 1 CL amir 1 8 0 0.527 1 pode1 1 6 0 0.013 1 jdd 1 6 0 0.011 1 
domain_p01_0.0_4.pddl_5 1 RG amir 1 8 0 0.027 1 pode1 1 6 0 0.513 1 jdd 1 6 0 0.514 1 CL amir 1 8 0 0.041 1 pode1 1 6 0 0.513 1 jdd 1 6 0 0.01 1 
domain_p01_0.0_4.pddl_6 1 RG amir 1 8 0 0.023 1 pode1 1 6 0 0.01 1 jdd 1 6 0 0.011 1 CL amir 1 8 0 0.024 1 pode1 1 6 0 0.512 1 jdd 1 6 0 0.512 1 
domain_p01_0.0_4.pddl_7 1 RG amir 1 8 0 0.526 1 pode1 1 6 0 0.01 1 jdd 1 6 0 0.512 1 CL amir 1 8 0 0.525 1 pode1 1 6 0 0.513 1 jdd 1 6 0 0.535 1 
domain_p01_0.0_4.pddl_8 1 RG amir 1 8 0 0.527 1 pode1 1 6 0 0.513 1 jdd 1 6 0 0.0090 1 CL amir 1 8 0 0.024 1 pode1 1 6 0 0.01 1 jdd 1 6 0 0.0090 1 
domain_p01_0.0_4.pddl_9 1 RG amir 1 8 0 0.025 1 pode1 1 6 0 0.513 1 jdd 1 6 0 0.0090 1 CL amir 1 8 0 0.023 1 pode1 1 6 0 0.01 1 jdd 1 6 0 0.512 1 
domain_p01_0.0_5.pddl_0 1 RG amir 1 8 0 0.122 1 pode1 1 6 0 0.034 1 jdd 1 6 0 0.035 1 CL amir 1 8 0 0.094 1 pode1 1 6 0 0.032 1 jdd 1 6 0 0.537 1 
domain_p01_0.0_5.pddl_1 1 RG amir 1 8 0 0.051 1 pode1 1 6 0 0.027 1 jdd 1 6 0 0.021 1 CL amir 1 8 0 0.036 1 pode1 1 6 0 0.032 1 jdd 1 6 0 0.523 1 
domain_p01_0.0_5.pddl_2 1 RG amir 1 8 0 0.537 1 pode1 1 6 0 0.017 1 jdd 1 6 0 0.025 1 CL amir 1 8 0 0.042 1 pode1 1 6 0 0.069 1 jdd 1 6 0 0.518 1 
domain_p01_0.0_5.pddl_3 1 RG amir 1 8 0 0.535 1 pode1 1 6 0 0.516 1 jdd 1 6 0 0.019 1 CL amir 1 8 0 0.075 1 pode1 1 6 0 0.035 1 jdd 1 6 0 0.019 1 
domain_p01_0.0_5.pddl_4 1 RG amir 1 8 0 0.055 1 pode1 1 6 0 0.015 1 jdd 1 6 0 0.011 1 CL amir 1 8 0 0.03 1 pode1 1 6 0 0.517 1 jdd 1 6 0 0.516 1 
domain_p01_0.0_5.pddl_5 1 RG amir 1 8 0 0.033 1 pode1 1 6 0 0.516 1 jdd 1 6 0 0.514 1 CL amir 1 8 0 0.532 1 pode1 1 6 0 0.014 1 jdd 1 6 0 0.513 1 
domain_p01_0.0_5.pddl_6 1 RG amir 1 8 0 0.022 1 pode1 1 6 0 0.012 1 jdd 1 6 0 0.012 1 CL amir 1 8 0 0.026 1 pode1 1 6 0 0.537 1 jdd 1 6 0 0.512 1 
domain_p01_0.0_5.pddl_7 1 RG amir 1 8 0 0.022 1 pode1 1 6 0 0.0090 1 jdd 1 6 0 0.0090 1 CL amir 1 8 0 0.023 1 pode1 1 6 0 0.01 1 jdd 1 6 0 0.0090 1 
domain_p01_0.0_5.pddl_8 1 RG amir 1 8 0 0.022 1 pode1 1 6 0 0.01 1 jdd 1 6 0 0.511 1 CL amir 1 8 0 0.034 1 pode1 1 6 0 0.513 1 jdd 1 6 0 0.0090 1 
domain_p01_0.0_5.pddl_9 1 RG amir 1 8 0 0.026 1 pode1 1 6 0 0.516 1 jdd 1 6 0 0.011 1 CL amir 1 8 0 0.526 1 pode1 1 6 0 0.512 1 jdd 1 6 0 0.512 1 
domain_p01_0.0_6.pddl_0 1 RG amir 1 8 0 0.085 1 pode1 1 6 0 0.547 1 jdd 1 6 0 0.533 1 CL amir 1 8 0 0.075 1 pode1 1 6 0 0.048 1 jdd 1 6 0 0.526 1 
domain_p01_0.0_6.pddl_1 1 RG amir 1 8 0 0.038 1 pode1 1 6 0 0.522 1 jdd 1 6 0 0.523 1 CL amir 1 8 0 0.538 1 pode1 1 6 0 0.032 1 jdd 1 6 0 0.521 1 
domain_p01_0.0_6.pddl_2 1 RG amir 1 8 0 0.533 1 pode1 1 6 0 0.016 1 jdd 1 6 0 0.519 1 CL amir 1 8 0 0.032 1 pode1 1 6 0 0.047 1 jdd 1 6 0 0.016 1 
domain_p01_0.0_6.pddl_3 1 RG amir 1 8 0 0.039 1 pode1 1 6 0 0.516 1 jdd 1 6 0 0.015 1 CL amir 1 8 0 0.531 1 pode1 1 6 0 0.014 1 jdd 1 6 0 0.513 1 
domain_p01_0.0_6.pddl_4 1 RG amir 1 8 0 0.027 1 pode1 1 6 0 0.513 1 jdd 1 6 0 0.011 1 CL amir 1 8 0 0.027 1 pode1 1 6 0 0.012 1 jdd 1 6 0 0.513 1 
domain_p01_0.0_6.pddl_5 1 RG amir 1 8 0 0.032 1 pode1 1 6 0 0.513 1 jdd 1 6 0 0.01 1 CL amir 1 8 0 0.035 1 pode1 1 6 0 0.011 1 jdd 1 6 0 0.011 1 
domain_p01_0.0_6.pddl_6 1 RG amir 1 8 0 0.023 1 pode1 1 6 0 0.011 1 jdd 1 6 0 0.0090 1 CL amir 1 8 0 0.024 1 pode1 1 6 0 0.013 1 jdd 1 6 0 0.019 1 
domain_p01_0.0_6.pddl_7 1 RG amir 1 8 0 0.023 1 pode1 1 6 0 0.01 1 jdd 1 6 0 0.0090 1 CL amir 1 8 0 0.023 1 pode1 1 6 0 0.01 1 jdd 1 6 0 0.01 1 
domain_p01_0.0_6.pddl_8 1 RG amir 1 8 0 0.023 1 pode1 1 6 0 0.027 1 jdd 1 6 0 0.51 1 CL amir 1 8 0 0.023 1 pode1 1 6 0 0.01 1 jdd 1 6 0 0.0090 1 
domain_p01_0.0_6.pddl_9 1 RG amir 1 8 0 0.536 1 pode1 1 6 0 0.511 1 jdd 1 6 0 0.511 1 CL amir 1 8 0 0.023 1 pode1 1 6 0 0.01 1 jdd 1 6 0 0.511 1 
domain_p01_0.0_7.pddl_0 1 RG amir 1 8 0 0.126 1 pode1 1 6 0 0.535 1 jdd 1 6 0 0.539 1 CL amir 1 8 0 0.081 1 pode1 1 6 0 0.032 1 jdd 1 6 0 0.535 1 
domain_p01_0.0_7.pddl_1 1 RG amir 1 8 0 0.551 1 pode1 1 6 0 0.051 1 jdd 1 6 0 0.523 1 CL amir 1 8 0 0.542 1 pode1 1 6 0 0.039 1 jdd 1 6 0 0.018 1 
domain_p01_0.0_7.pddl_2 1 RG amir 1 8 0 0.535 1 pode1 1 6 0 0.016 1 jdd 1 6 0 0.517 1 CL amir 1 8 0 0.534 1 pode1 1 6 0 0.522 1 jdd 1 6 0 0.014 1 
domain_p01_0.0_7.pddl_3 1 RG amir 1 8 0 0.534 1 pode1 1 6 0 0.014 1 jdd 1 6 0 0.013 1 CL amir 1 8 0 0.043 1 pode1 1 6 0 0.014 1 jdd 1 6 0 0.515 1 
domain_p01_0.0_7.pddl_4 1 RG amir 1 8 0 0.027 1 pode1 1 6 0 0.012 1 jdd 1 6 0 0.01 1 CL amir 1 8 0 0.033 1 pode1 1 6 0 0.015 1 jdd 1 6 0 0.513 1 
domain_p01_0.0_7.pddl_5 1 RG amir 1 8 0 0.528 1 pode1 1 6 0 0.011 1 jdd 1 6 0 0.0090 1 CL amir 1 8 0 0.024 1 pode1 1 6 0 0.011 1 jdd 1 6 0 0.01 1 
domain_p01_0.0_7.pddl_6 1 RG amir 1 8 0 0.022 1 pode1 1 6 0 0.512 1 jdd 1 6 0 0.511 1 CL amir 1 8 0 0.53 1 pode1 1 6 0 0.513 1 jdd 1 6 0 0.512 1 
domain_p01_0.0_7.pddl_7 1 RG amir 1 8 0 0.525 1 pode1 1 6 0 0.512 1 jdd 1 6 0 0.0090 1 CL amir 1 8 0 0.022 1 pode1 1 6 0 0.01 1 jdd 1 6 0 0.011 1 
domain_p01_0.0_7.pddl_8 1 RG amir 1 8 0 0.021 1 pode1 1 6 0 0.01 1 jdd 1 6 0 0.0090 1 CL amir 1 8 0 0.023 1 pode1 1 6 0 0.01 1 jdd 1 6 0 0.01 1 
domain_p01_0.0_7.pddl_9 1 RG amir 1 8 0 0.526 1 pode1 1 6 0 0.01 1 jdd 1 6 0 0.0090 1 CL amir 1 8 0 0.022 1 pode1 1 6 0 0.011 1 jdd 1 6 0 0.0090 1 
domain_p01_0.0_8.pddl_0 1 RG amir 1 8 0 0.128 1 pode1 1 6 0 0.533 1 jdd 1 6 0 0.535 1 CL amir 1 8 0 0.107 1 pode1 1 6 0 0.533 1 jdd 1 6 0 0.026 1 
domain_p01_0.0_8.pddl_1 1 RG amir 1 8 0 0.115 1 pode1 1 6 0 0.023 1 jdd 1 6 0 0.523 1 CL amir 1 8 0 0.041 1 pode1 1 6 0 0.026 1 jdd 1 6 0 0.519 1 
domain_p01_0.0_8.pddl_2 1 RG amir 1 8 0 0.033 1 pode1 1 6 0 0.035 1 jdd 1 6 0 0.045 1 CL amir 1 8 0 0.535 1 pode1 1 6 0 0.528 1 jdd 1 6 0 0.516 1 
domain_p01_0.0_8.pddl_3 1 RG amir 1 8 0 0.533 1 pode1 1 6 0 0.019 1 jdd 1 6 0 0.514 1 CL amir 1 8 0 0.031 1 pode1 1 6 0 0.515 1 jdd 1 6 0 0.514 1 
domain_p01_0.0_8.pddl_4 1 RG amir 1 8 0 0.529 1 pode1 1 6 0 0.514 1 jdd 1 6 0 0.012 1 CL amir 1 8 0 0.032 1 pode1 1 6 0 0.513 1 jdd 1 6 0 0.513 1 
domain_p01_0.0_8.pddl_5 1 RG amir 1 8 0 0.529 1 pode1 1 6 0 0.513 1 jdd 1 6 0 0.517 1 CL amir 1 8 0 0.088 1 pode1 1 6 0 0.067 1 jdd 1 6 0 0.512 1 
domain_p01_0.0_8.pddl_6 1 RG amir 1 8 0 0.024 1 pode1 1 6 0 0.012 1 jdd 1 6 0 0.015 1 CL amir 1 8 0 0.026 1 pode1 1 6 0 0.025 1 jdd 1 6 0 0.01 1 
domain_p01_0.0_8.pddl_7 1 RG amir 1 8 0 0.022 1 pode1 1 6 0 0.011 1 jdd 1 6 0 0.0090 1 CL amir 1 8 0 0.024 1 pode1 1 6 0 0.011 1 jdd 1 6 0 0.011 1 
domain_p01_0.0_8.pddl_8 1 RG amir 1 8 0 0.023 1 pode1 1 6 0 0.512 1 jdd 1 6 0 0.0090 1 CL amir 1 8 0 0.023 1 pode1 1 6 0 0.512 1 jdd 1 6 0 0.014 1 
domain_p01_0.0_8.pddl_9 1 RG amir 1 8 0 0.022 1 pode1 1 6 0 0.01 1 jdd 1 6 0 0.0090 1 CL amir 1 8 0 0.023 1 pode1 1 6 0 0.512 1 jdd 1 6 0 0.512 1 
domain_p01_0.0_9.pddl_0 1 RG amir 1 8 0 0.626 1 pode1 1 6 0 0.048 1 jdd 1 6 0 0.537 1 CL amir 1 8 0 0.584 1 pode1 1 6 0 0.029 1 jdd 1 6 0 0.026 1 
domain_p01_0.0_9.pddl_1 1 RG amir 1 8 0 0.047 1 pode1 1 6 0 0.524 1 jdd 1 6 0 0.527 1 CL amir 1 8 0 0.538 1 pode1 1 6 0 0.532 1 jdd 1 6 0 0.519 1 
domain_p01_0.0_9.pddl_2 1 RG amir 1 8 0 0.535 1 pode1 1 6 0 0.518 1 jdd 1 6 0 0.033 1 CL amir 1 8 0 0.535 1 pode1 1 6 0 0.017 1 jdd 1 6 0 0.019 1 
domain_p01_0.0_9.pddl_3 1 RG amir 1 8 0 0.546 1 pode1 1 6 0 0.015 1 jdd 1 6 0 0.018 1 CL amir 1 8 0 0.032 1 pode1 1 6 0 0.52 1 jdd 1 6 0 0.013 1 
domain_p01_0.0_9.pddl_4 1 RG amir 1 8 0 0.531 1 pode1 1 6 0 0.013 1 jdd 1 6 0 0.513 1 CL amir 1 8 0 0.037 1 pode1 1 6 0 0.012 1 jdd 1 6 0 0.514 1 
domain_p01_0.0_9.pddl_5 1 RG amir 1 8 0 0.028 1 pode1 1 6 0 0.513 1 jdd 1 6 0 0.011 1 CL amir 1 8 0 0.033 1 pode1 1 6 0 0.011 1 jdd 1 6 0 0.0090 1 
domain_p01_0.0_9.pddl_6 1 RG amir 1 8 0 0.025 1 pode1 1 6 0 0.011 1 jdd 1 6 0 0.512 1 CL amir 1 8 0 0.532 1 pode1 1 6 0 0.513 1 jdd 1 6 0 0.512 1 
domain_p01_0.0_9.pddl_7 1 RG amir 1 8 0 0.024 1 pode1 1 6 0 0.01 1 jdd 1 6 0 0.0090 1 CL amir 1 8 0 0.023 1 pode1 1 6 0 0.513 1 jdd 1 6 0 0.01 1 
domain_p01_0.0_9.pddl_8 1 RG amir 1 8 0 0.023 1 pode1 1 6 0 0.513 1 jdd 1 6 0 0.512 1 CL amir 1 8 0 0.525 1 pode1 1 6 0 0.011 1 jdd 1 6 0 0.512 1 
domain_p01_0.0_9.pddl_9 1 RG amir 1 8 0 0.526 1 pode1 1 6 0 0.512 1 jdd 1 6 0 0.0090 1 CL amir 1 8 0 0.025 1 pode1 1 6 0 0.073 1 jdd 1 6 0 0.512 1 
domain_p01_0.0_10.pddl_0 1 RG amir 1 8 0 0.114 1 pode1 1 6 0 0.03 1 jdd 1 6 0 0.033 1 CL amir 1 8 0 0.079 1 pode1 1 6 0 0.54 1 jdd 1 6 0 0.528 1 
domain_p01_0.0_10.pddl_1 1 RG amir 1 8 0 0.564 1 pode1 1 6 0 0.044 1 jdd 1 6 0 0.523 1 CL amir 1 8 0 0.54 1 pode1 1 6 0 0.025 1 jdd 1 6 0 0.018 1 
domain_p01_0.0_10.pddl_2 1 RG amir 1 8 0 0.534 1 pode1 1 6 0 0.518 1 jdd 1 6 0 0.517 1 CL amir 1 8 0 0.534 1 pode1 1 6 0 0.53 1 jdd 1 6 0 0.516 1 
domain_p01_0.0_10.pddl_3 1 RG amir 1 8 0 0.55 1 pode1 1 6 0 0.516 1 jdd 1 6 0 0.013 1 CL amir 1 8 0 0.032 1 pode1 1 6 0 0.516 1 jdd 1 6 0 0.013 1 
domain_p01_0.0_10.pddl_4 1 RG amir 1 8 0 0.028 1 pode1 1 6 0 0.514 1 jdd 1 6 0 0.513 1 CL amir 1 8 0 0.038 1 pode1 1 6 0 0.513 1 jdd 1 6 0 0.513 1 
domain_p01_0.0_10.pddl_5 1 RG amir 1 8 0 0.529 1 pode1 1 6 0 0.512 1 jdd 1 6 0 0.513 1 CL amir 1 8 0 0.05 1 pode1 1 6 0 0.012 1 jdd 1 6 0 0.513 1 
domain_p01_0.0_10.pddl_6 1 RG amir 1 8 0 0.024 1 pode1 1 6 0 0.011 1 jdd 1 6 0 0.0090 1 CL amir 1 8 0 0.025 1 pode1 1 6 0 0.016 1 jdd 1 6 0 0.037 1 
domain_p01_0.0_10.pddl_7 1 RG amir 1 8 0 0.039 1 pode1 1 6 0 0.01 1 jdd 1 6 0 0.01 1 CL amir 1 8 0 0.023 1 pode1 1 6 0 0.015 1 jdd 1 6 0 0.011 1 
domain_p01_0.0_10.pddl_8 1 RG amir 1 8 0 0.023 1 pode1 1 6 0 0.513 1 jdd 1 6 0 0.511 1 CL amir 1 8 0 0.525 1 pode1 1 6 0 0.01 1 jdd 1 6 0 0.01 1 
domain_p01_0.0_10.pddl_9 1 RG amir 1 8 0 0.033 1 pode1 1 6 0 0.512 1 jdd 1 6 0 0.512 1 CL amir 1 8 0 0.526 1 pode1 1 6 0 0.514 1 jdd 1 6 0 0.512 1 
domain_p01_0.01_1.pddl_0 1 RG amir 1 8 0 0.621 1 pode1 1 6 0 0.546 1 jdd 1 6 0 0.536 1 CL amir 1 8 0 0.101 1 pode1 1 6 0 0.533 1 jdd 1 6 0 0.526 1 
domain_p01_0.01_1.pddl_1 1 RG amir 1 8 0 0.548 1 pode1 1 6 0 0.042 1 jdd 1 6 0 0.03 1 CL amir 1 8 0 0.043 1 pode1 1 6 0 0.558 1 jdd 1 6 0 0.519 1 
domain_p01_0.01_1.pddl_2 1 RG amir 1 8 0 0.534 1 pode1 1 6 0 0.036 1 jdd 1 6 0 0.52 1 CL amir 1 8 0 0.262 1 pode1 1 6 0 0.518 1 jdd 1 6 0 0.516 1 
domain_p01_0.01_1.pddl_3 1 RG amir 1 8 0 0.532 1 pode1 1 6 0 0.017 1 jdd 1 6 0 0.021 1 CL amir 1 8 0 0.54 1 pode1 1 6 0 0.015 1 jdd 1 6 0 0.012 1 
domain_p01_0.01_1.pddl_4 1 RG amir 1 8 0 0.529 1 pode1 1 6 0 0.013 1 jdd 1 6 0 0.013 1 CL amir 1 8 0 0.029 1 pode1 1 6 0 0.017 1 jdd 1 6 0 0.016 1 
domain_p01_0.01_1.pddl_5 1 RG amir 1 8 0 0.03 1 pode1 1 6 0 0.014 1 jdd 1 6 0 0.013 1 CL amir 1 8 0 0.042 1 pode1 1 6 0 0.514 1 jdd 1 6 0 0.012 1 
domain_p01_0.01_1.pddl_6 1 RG amir 1 8 0 0.024 1 pode1 1 6 0 0.511 1 jdd 1 6 0 0.51 1 CL amir 1 8 0 0.025 1 pode1 1 6 0 0.027 1 jdd 1 6 0 0.512 1 
domain_p01_0.01_1.pddl_7 1 RG amir 1 8 0 0.523 1 pode1 1 6 0 0.02 1 jdd 1 6 0 0.511 1 CL amir 1 8 0 0.527 1 pode1 1 6 0 0.022 1 jdd 1 6 0 0.013 1 
domain_p01_0.01_1.pddl_8 1 RG amir 1 8 0 0.039 1 pode1 1 6 0 0.512 1 jdd 1 6 0 0.011 1 CL amir 1 8 0 0.023 1 pode1 1 6 0 0.011 1 jdd 1 6 0 0.0090 1 
domain_p01_0.01_1.pddl_9 1 RG amir 1 8 0 0.528 1 pode1 1 6 0 0.013 1 jdd 1 6 0 0.012 1 CL amir 1 8 0 0.029 1 pode1 1 6 0 0.012 1 jdd 1 6 0 0.514 1 
domain_p01_0.01_2.pddl_0 1 RG amir 1 8 0 0.092 1 pode1 1 6 0 0.046 1 jdd 1 6 0 0.037 1 CL amir 1 8 0 0.073 1 pode1 1 6 0 0.539 1 jdd 1 6 0 0.027 1 
domain_p01_0.01_2.pddl_1 1 RG amir 1 8 0 0.544 1 pode1 1 6 0 0.022 1 jdd 1 6 0 0.023 1 CL amir 1 8 0 0.039 1 pode1 1 6 0 0.55 1 jdd 1 6 0 0.523 1 
domain_p01_0.01_2.pddl_2 1 RG amir 1 8 0 0.032 1 pode1 1 6 0 0.019 1 jdd 1 6 0 0.016 1 CL amir 1 8 0 0.544 1 pode1 1 6 0 0.016 1 jdd 1 6 0 0.019 1 
domain_p01_0.01_2.pddl_3 1 RG amir 1 8 0 0.532 1 pode1 1 6 0 0.016 1 jdd 1 6 0 0.015 1 CL amir 1 8 0 0.043 1 pode1 1 6 0 0.515 1 jdd 1 6 0 0.513 1 
domain_p01_0.01_2.pddl_4 1 RG amir 1 8 0 0.529 1 pode1 1 6 0 0.515 1 jdd 1 6 0 0.011 1 CL amir 1 8 0 0.531 1 pode1 1 6 0 0.517 1 jdd 1 6 0 0.516 1 
domain_p01_0.01_2.pddl_5 1 RG amir 1 8 0 0.031 1 pode1 1 6 0 0.516 1 jdd 1 6 0 0.515 1 CL amir 1 8 0 0.034 1 pode1 1 6 0 0.012 1 jdd 1 6 0 0.011 1 
domain_p01_0.01_2.pddl_6 1 RG amir 1 8 0 0.525 1 pode1 1 6 0 0.011 1 jdd 1 6 0 0.512 1 CL amir 1 8 0 0.024 1 pode1 1 6 0 0.512 1 jdd 1 6 0 0.512 1 
